SubstitutionRate,Theta
0.00013068 ,8.36352
0.00040534 ,25.941760000000002
9.16720233e-05 ,5.8670094912
0.0005503 ,35.2192
0.00061979 ,39.66656
0.00064776 ,41.45664
5.01521236e-05 ,3.2097359104
0.00071806 ,45.955839999999995
0.00021003 ,13.44192
0.00022675 ,14.512
0.00064408 ,41.22112
0.0007424 ,47.5136
0.00069469 ,44.46016
0.0006515 ,41.696
0.00034764 ,22.248960000000004
0.00035793 ,22.907519999999998
0.00018626 ,11.92064
0.00018075 ,11.568000000000001
0.00017107 ,10.94848
0.00074121 ,47.437439999999995
8.32960081e-06 ,0.53309445184
0.00016152 ,10.33728
0.00015205 ,9.731200000000001
0.00023102 ,14.78528
0.00023551 ,15.07264
0.00045787 ,29.303679999999996
0.00011638 ,7.448319999999999
0.00016117 ,10.314879999999999
0.00071136 ,45.52703999999999
0.00025345 ,16.2208
0.00057987 ,37.11168
0.00044877 ,28.72128
0.00073748 ,47.198719999999994
0.00063823 ,40.846720000000005
0.00053547 ,34.27008
0.00038273 ,24.49472
0.00038574 ,24.687359999999998
0.00019529 ,12.498560000000001
0.0006195 ,39.648
0.00074137 ,47.44768
0.00066201 ,42.36864
0.0003639 ,23.2896
0.0003864 ,24.7296
0.00029811 ,19.07904
0.0001338 ,8.5632
1.15125238e-05 ,0.7368015232
0.0006718 ,42.9952
0.00049694 ,31.804159999999996
0.00071223 ,45.582719999999995
5.19138707e-05 ,3.3224877247999993
0.0004349 ,27.8336
0.00019944 ,12.76416
7.16398426e-05 ,4.5849499264
0.00067289 ,43.06496
0.00051867 ,33.194880000000005
0.00034505 ,22.0832
0.00054422 ,34.830079999999995
0.00050819 ,32.52416
0.00063219 ,40.46016
0.00031337 ,20.05568
0.00054767 ,35.05088
0.00077636 ,49.687039999999996
0.00039225 ,25.104000000000003
0.00032536 ,20.823040000000002
0.00011942 ,7.642880000000001
0.0002806 ,17.958399999999997
0.00043539 ,27.86496
0.00020051 ,12.83264
0.00010779 ,6.89856
0.00052663 ,33.70432
0.00051579 ,33.01056
0.00037918 ,24.26752
0.00052138 ,33.36832
6.41109435e-05 ,4.103100384
5.90765594e-05 ,3.7808998016
0.00031734 ,20.309759999999997
0.00060074 ,38.44736
0.00017737 ,11.35168
0.00041668 ,26.667519999999996
0.00052578 ,33.64992
0.00029537 ,18.903679999999998
4.36645171e-05 ,2.7945290944
0.00031451 ,20.12864
0.00013019 ,8.33216
0.00046996 ,30.077440000000003
0.00050304 ,32.194559999999996
0.0001061 ,6.7904
0.00066196 ,42.36543999999999
6.25275411e-05 ,4.0017626304
0.0002601 ,16.6464
0.00012638 ,8.08832
0.00074689 ,47.80096
0.00037191 ,23.802239999999998
0.00025085 ,16.0544
0.00068769 ,44.012159999999994
0.00065277 ,41.777280000000005
0.00064349 ,41.18336
0.00065287 ,41.78368
0.00039824 ,25.48736
3.11093959e-05 ,1.9910013376000002
0.00026044 ,16.66816
0.00039907 ,25.54048
0.00039603 ,25.34592
0.0001965 ,12.576
0.00025521 ,16.333440000000003
0.0001258 ,8.0512
0.00026166 ,16.74624
0.00030251 ,19.360639999999997
0.00061718 ,39.499520000000004
0.00059466 ,38.05824
0.00036857 ,23.58848
0.0002212 ,14.1568
2.5615567e-05 ,1.639396288
0.00065006 ,41.603840000000005
0.00014936 ,9.55904
0.00065089 ,41.65696
0.00028258 ,18.08512
0.00051282 ,32.82048
0.00036858 ,23.58912
0.00015876 ,10.16064
0.00010837 ,6.93568
0.0002064 ,13.209599999999998
0.00034013 ,21.768320000000003
0.00038454 ,24.61056
0.00016048 ,10.27072
0.00056963 ,36.45632
0.00027037 ,17.30368
0.00073929 ,47.31456
0.00029361 ,18.79104
9.00121115e-05 ,5.760775136
