SubstitutionRate,Theta
0.00039834 ,25.49376
0.00028677 ,18.35328
0.00074142 ,47.45088
0.00040927 ,26.193279999999998
0.00043875 ,28.080000000000002
7.35172162e-05 ,4.7051018368
0.00068798 ,44.03072
3.45275914e-05 ,2.2097658496
0.0001059 ,6.7776000000000005
0.00025888 ,16.56832
0.00048338 ,30.93632
0.00041178 ,26.35392
0.00063478 ,40.62592000000001
0.00029924 ,19.15136
0.00017045 ,10.908800000000001
0.00073466 ,47.018240000000006
0.00016046 ,10.26944
0.00047874 ,30.63936
0.00055049 ,35.23136
0.00023145 ,14.8128
0.00032849 ,21.023360000000004
0.00062655 ,40.0992
0.00058335 ,37.3344
0.00043541 ,27.86624
0.00072839 ,46.61696
0.00062304 ,39.87456
0.00036559 ,23.39776
0.00068135 ,43.6064
7.65021439e-05 ,4.8961372096
0.00024385 ,15.6064
0.00060172 ,38.51008
0.00046104 ,29.50656
0.00022428 ,14.35392
0.00014823 ,9.48672
0.00011552 ,7.39328
0.00016456 ,10.53184
0.00066091 ,42.29824
0.00074718 ,47.81952
0.000371 ,23.744
0.00072847 ,46.622080000000004
0.00035944 ,23.00416
0.00030354 ,19.42656
0.00042973 ,27.502720000000004
0.00027367 ,17.514879999999998
0.00053095 ,33.980799999999995
0.0007778 ,49.7792
0.00013679 ,8.75456
0.00019721 ,12.62144
0.00061767 ,39.530879999999996
0.00036929 ,23.634559999999997
0.00012436 ,7.959040000000001
4.01861025e-05 ,2.57191056
0.00022508 ,14.40512
0.00041666 ,26.666240000000002
0.00033319 ,21.32416
0.00043807 ,28.036479999999997
0.00054272 ,34.73408
1.67215101e-05 ,1.0701766464000002
0.00060236 ,38.55104
0.00068101 ,43.58463999999999
0.00076773 ,49.134719999999994
0.00012283 ,7.86112
0.0001957 ,12.5248
0.00041466 ,26.538240000000002
0.00072596 ,46.461439999999996
0.0001199 ,7.6736
0.00036012 ,23.04768
0.0002847 ,18.2208
0.00017517 ,11.21088
0.00017979 ,11.50656
0.00072204 ,46.210559999999994
0.00040275 ,25.776
0.00041753 ,26.721919999999997
0.00027658 ,17.701120000000003
0.00023876 ,15.280640000000002
0.0007144 ,45.7216
0.00050543 ,32.347519999999996
0.00042625 ,27.279999999999998
0.00016088 ,10.296319999999998
0.00040955 ,26.211199999999998
0.00055128 ,35.28192
0.00072952 ,46.689280000000004
0.00045252 ,28.961280000000002
0.0006174 ,39.513600000000004
0.00033709 ,21.57376
0.00019138 ,12.24832
0.00021765 ,13.9296
0.00030955 ,19.811200000000003
0.00065117 ,41.674879999999995
0.0007109 ,45.4976
0.00049478 ,31.66592
0.00018287 ,11.703679999999999
0.00023599 ,15.103359999999999
0.00039036 ,24.983040000000003
0.00043505 ,27.843199999999996
0.00018637 ,11.92768
0.0004036 ,25.8304
0.00010453 ,6.689920000000001
0.00047247 ,30.238079999999997
0.00035131 ,22.48384
0.00025547 ,16.35008
0.00012021 ,7.693440000000001
3.83202404e-05 ,2.4524953856000002
8.55540658e-05 ,5.4754602112
0.00050347 ,32.222080000000005
0.00048777 ,31.217280000000002
0.00048782 ,31.22048
0.00039449 ,25.24736
0.00047266 ,30.25024
0.00067265 ,43.049600000000005
7.15522154e-05 ,4.5793417856
0.00015969 ,10.22016
0.00010092 ,6.458880000000001
0.0002506 ,16.038400000000003
0.00054689 ,35.00096
0.00028802 ,18.43328
0.00073339 ,46.93696
0.00022642 ,14.490879999999999
0.00040023 ,25.614720000000002
5.25013935e-05 ,3.3600891839999996
0.00068659 ,43.94176000000001
0.00032624 ,20.87936
0.00029848 ,19.102719999999998
0.00041912 ,26.82368
0.00040762 ,26.08768
0.00068099 ,43.583360000000006
0.00065207 ,41.73248
0.00013251 ,8.48064
0.00027333 ,17.49312
0.00068184 ,43.63776
0.00010743 ,6.875520000000001
0.00014603 ,9.345920000000001
0.0007764 ,49.6896
0.00066643 ,42.65152
0.00068703 ,43.96992
0.00072114 ,46.15296
0.0007562 ,48.3968
7.8340697e-05 ,5.013804608
0.0005607 ,35.8848
0.00035833 ,22.933120000000002
8.86199051e-05 ,5.6716739264
0.00075695 ,48.4448
0.00046593 ,29.819519999999997
0.00050327 ,32.20928
0.00060255 ,38.563199999999995
0.00029762 ,19.04768
0.00024105 ,15.427200000000001
0.00022848 ,14.622720000000001
0.00057053 ,36.51392
0.00077386 ,49.52704
0.00045072 ,28.84608
0.00043587 ,27.89568
0.00054686 ,34.99904
0.00055014 ,35.20896
0.00040829 ,26.130560000000003
0.00010445 ,6.684800000000001
9.20107001e-05 ,5.8886848064
0.00044498 ,28.478719999999996
0.00038256 ,24.48384
0.00018136 ,11.607040000000001
0.00014517 ,9.29088
0.00063743 ,40.79552
0.00047691 ,30.522239999999996
0.00058686 ,37.55904
0.0006947 ,44.460800000000006
0.00056415 ,36.1056
0.00047994 ,30.716160000000002
0.00011935 ,7.6384
0.00065852 ,42.14528
4.5078963e-05 ,2.885053632
0.00029711 ,19.01504
0.00032095 ,20.540800000000004
0.00069154 ,44.25856
0.00026616 ,17.034239999999997
0.00076932 ,49.23648
0.00061223 ,39.182719999999996
0.00059493 ,38.075520000000004
0.00072334 ,46.293760000000006
0.00011517 ,7.37088
0.00050196 ,32.12544
0.00050021 ,32.013439999999996
0.00060339 ,38.61696
0.00052097 ,33.34208
0.0002446 ,15.654399999999999
6.99943419e-06 ,0.44796378816000004
4.22976426e-05 ,2.7070491263999994
0.00016297 ,10.43008
0.00015207 ,9.73248
5.73637992e-05 ,3.6712831488
5.67991647e-05 ,3.6351465408
0.00046023 ,29.454720000000002
0.0002271 ,14.534399999999998
0.000587 ,37.568
1.71650065e-05 ,1.098560416
0.00040807 ,26.116480000000003
0.00062635 ,40.0864
0.00039033 ,24.981119999999997
0.00043819 ,28.044159999999998
0.0005711 ,36.550399999999996
0.00058283 ,37.30112
0.00020554 ,13.15456
0.00046893 ,30.011519999999997
0.00066778 ,42.73792
0.00069553 ,44.51392
0.00044759 ,28.64576
8.45046307e-05 ,5.4082963648
0.00078097 ,49.982079999999996
0.00051754 ,33.12256
0.00028775 ,18.416
0.00061807 ,39.55647999999999
0.00059695 ,38.2048
0.00023245 ,14.876800000000001
0.00024801 ,15.87264
0.00039946 ,25.565439999999995
5.26915053e-05 ,3.3722563392
0.00059571 ,38.12544
0.00042255 ,27.0432
0.00026222 ,16.78208
0.00065205 ,41.7312
0.00012379 ,7.922560000000001
0.00055513 ,35.52832000000001
0.00073545 ,47.068799999999996
0.00047271 ,30.25344
0.00066214 ,42.37696
0.00018536 ,11.86304
0.00068712 ,43.975680000000004
0.00032651 ,20.896639999999998
0.00029168 ,18.66752
0.00062137 ,39.76768
