SubstitutionRate,Theta
0.00059169 ,37.86816
0.00062818 ,40.20352
0.00011089 ,7.09696
8.33770237e-05 ,5.3361295168
0.00051213 ,32.77632
0.0003983 ,25.4912
0.00046092 ,29.49888
0.00013933 ,8.91712
0.00072371 ,46.317440000000005
0.00038772 ,24.81408
0.00025187 ,16.119680000000002
0.00074504 ,47.68256
0.00066391 ,42.49023999999999
0.0003263 ,20.8832
0.00019826 ,12.68864
0.00033207 ,21.25248
0.00040408 ,25.86112
0.00014062 ,8.99968
0.000283 ,18.112
0.00032095 ,20.540800000000004
0.00051151 ,32.736639999999994
0.00058641 ,37.53024
0.00018157 ,11.62048
0.00021396 ,13.693439999999999
0.00077115 ,49.35359999999999
0.00020071 ,12.84544
0.0006346 ,40.6144
0.00067136 ,42.96704
0.00010531 ,6.73984
0.00063858 ,40.869119999999995
0.00064117 ,41.03488
0.00067001 ,42.88063999999999
8.86194342e-05 ,5.671643788799999
0.00018184 ,11.637760000000002
0.0003187 ,20.396800000000002
0.00045035 ,28.822400000000002
0.00020849 ,13.34336
0.00028161 ,18.02304
0.00052614 ,33.67296
0.00035237 ,22.551680000000005
0.00067466 ,43.17824
0.00061491 ,39.35424
0.00041661 ,26.66304
0.00019802 ,12.67328
0.00020461 ,13.095040000000001
0.00033877 ,21.68128
5.59469662e-05 ,3.5806058367999998
0.00018029 ,11.53856
0.00050527 ,32.33728
0.00066983 ,42.86912
0.00018488 ,11.832320000000001
0.00051423 ,32.91072
0.00072482 ,46.38848
0.00033622 ,21.518079999999998
0.00066056 ,42.27584
0.00075833 ,48.53312
0.00013233 ,8.46912
0.00010475 ,6.704
0.00075971 ,48.62144
0.00010673 ,6.83072
0.00022259 ,14.24576
0.00057187 ,36.59968
0.00025127 ,16.08128
0.00029908 ,19.14112
7.53857587e-05 ,4.8246885568
0.00032525 ,20.816
0.00067389 ,43.128960000000006
9.01193682e-05 ,5.7676395648
0.0005708 ,36.5312
0.00019693 ,12.60352
0.00065975 ,42.224
0.0004949 ,31.673600000000004
0.00057314 ,36.68096
0.00011319 ,7.244160000000001
0.00013496 ,8.63744
0.00063908 ,40.90111999999999
0.00055204 ,35.33056
0.00073703 ,47.16991999999999
0.00053757 ,34.40448
0.00052982 ,33.90848
0.00065307 ,41.796479999999995
0.00019715 ,12.6176
0.00027044 ,17.30816
9.11076498e-05 ,5.8308895872
0.00058086 ,37.175039999999996
0.00027928 ,17.873920000000002
0.00038958 ,24.93312
3.11593854e-05 ,1.9942006655999998
0.00041172 ,26.35008
0.0006503 ,41.619200000000006
0.00017766 ,11.37024
0.00053081 ,33.97184
0.00049788 ,31.86432
0.00020394 ,13.052159999999999
0.00016142 ,10.33088
0.00028045 ,17.9488
9.57636521e-05 ,6.1288737344
0.00022799 ,14.59136
0.00049289 ,31.544959999999996
2.28122047e-05 ,1.4599811007999999
0.00018371 ,11.757439999999999
0.00035528 ,22.73792
0.00056158 ,35.94112
0.00045728 ,29.26592
0.0005235 ,33.504
0.00017085 ,10.9344
0.00042174 ,26.991359999999997
0.00016923 ,10.83072
0.00061189 ,39.16096
0.00054431 ,34.83584
0.00040899 ,26.175360000000005
0.00057233 ,36.62912
0.00022709 ,14.533760000000001
0.00041426 ,26.512639999999998
0.0005743 ,36.7552
5.05886933e-05 ,3.2376763712
6.11782203e-06 ,0.39154060992
0.00064207 ,41.09248
0.00064284 ,41.14176
0.00056971 ,36.461439999999996
7.77742874e-05 ,4.9775543936
0.00021068 ,13.48352
0.00035411 ,22.66304
0.00031669 ,20.26816
0.0004512 ,28.8768
0.00062484 ,39.98976
0.00052296 ,33.46944
0.00015463 ,9.896320000000001
4.20934599e-05 ,2.6939814336000003
0.00037732 ,24.14848
0.00064199 ,41.087360000000004
0.00017947 ,11.486079999999998
0.0004515 ,28.896
0.00012304 ,7.874559999999999
0.00011604 ,7.42656
0.00025259 ,16.165760000000002
0.00073418 ,46.987519999999996
9.76400239e-05 ,6.2489615296
0.00075846 ,48.541439999999994
0.00058826 ,37.64864
0.00069495 ,44.4768
0.00017438 ,11.160319999999999
0.00029539 ,18.904959999999996
0.0001533 ,9.811200000000001
0.00028267 ,18.09088
2.67484342e-05 ,1.7118997887999998
0.0002621 ,16.7744
0.00033518 ,21.451520000000002
